INPUT	ALLMB
Oscularia_caulescens	Oscularia_caulescens
Oscularia_cedarbergensis	Oscularia_cedarbergensis
Oscularia_compressa	Oscularia_compressa
Oscularia_comptonii	Oscularia_comptonii
Oscularia_copiosa	Oscularia_copiosa
Oscularia_deltoides	Oscularia_deltoides
Oscularia_excedens	Oscularia_excedens
Oscularia_falciformis	Oscularia_falciformis
Oscularia_guthriae	Oscularia_guthrieae
Oscularia_lunata	Oscularia_lunata
Oscularia_major	Oscularia_major
Oscularia_ornata	Oscularia_ornata
Oscularia_paardebergensis	Oscularia_paardebergensis
Oscularia_pedunculata	Oscularia_pedunculata
Oscularia_piquetbergensis	Oscularia_piquetbergensis
Oscularia_prasina	Oscularia_prasina
Oscularia_primiverna	Oscularia_primiverna
Oscularia_steenbergensis	Oscularia_steenbergensis
Oscularia_superans	Oscularia_superans
Oscularia_thermarum	Oscularia_thermarum
Oscularia_vernicolor	Oscularia_vernicolor
Oscularia_vredenburgensis	Oscularia_vredenburgensis
Ottosonderia_monticola	Ottosonderia_monticola
Polymita_albiflora	
Polymita_steenbokensis	Polymita_steenbokensis
Psammophora_modesta	Psammophora_modesta
Psammophora_saxicola	Psammophora_saxicola
Rhinephyllum_parviflorum	
Rhombophyllum_albanense	
Rhombophyllum_dolabriforme	
Rhombophyllum_nelii	
Ruschia_abbreviata	Ruschia_abbreviata
Ruschia_acocksii	Ruschia_acocksii
Ruschia_acutangula	Ruschia_acutangula
Ruschia_aggregata	Ruschia_aggregata
Ruschia_alata	Ruschia_alata
Ruschia_altigena	Ruschia_altigena
Ruschia_amicorum	Ruschia_amicorum
Ruschia_ampliata	Ruschia_ampliata
Ruschia_approximata	Ruschia_approximata
Ruschia_archeri	Ruschia_archeri
Ruschia_aristulata	
Ruschia_aspera	Ruschia_aspera
Ruschia_atrata	Ruschia_atrata
Ruschia_axthelmiana	Ruschia_axthelmiana
Ruschia_barnardii	Ruschia_barnardii
Ruschia_beaufortensis	Ruschia_beaufortensis
Ruschia_bijliae	Ruschia_bijliae
Ruschia_bipapillata	Ruschia_bipapillata
Ruschia_bolusiae	Ruschia_bolusiae
Ruschia_brakdamensis	Ruschia_brakdamensis
Ruschia_breekpoortensis	Ruschia_breekpoortensis
Ruschia_brevibracteata	Ruschia_brevibracteata
Ruschia_brevicyma	Ruschia_brevicyma
Ruschia_brevifolia	Ruschia_brevifolia
Ruschia_brevipes	Ruschia_brevipes
Ruschia_britteniae	Ruschia_britteniae
Ruschia_burtoniae	Ruschia_burtoniae
Ruschia_calcarea	Ruschia_calcarea
Ruschia_calcicola	Ruschia_calcicola
Ruschia_callifera	Ruschia_callifera
Ruschia_campestris	Ruschia_campestris
Ruschia_canonotata	Ruschia_canonotata
Ruschia_capornii	Ruschia_capornii
Ruschia_caroli	Ruschia_caroli
Ruschia_caudata	Ruschia_caudata
Ruschia_cedarbergensis	
Ruschia_centrocapsula	Ruschia_centrocapsula
Ruschia_ceresiana	Ruschia_ceresiana
Ruschia_cincta	Ruschia_cincta
Ruschia_clavata	Ruschia_clavata
Ruschia_complanata	Ruschia_complanata
Ruschia_congesta	Ruschia_congesta
Ruschia_copiosa	Ruschia_copiosa
Ruschia_costata	Ruschia_costata
Ruschia_cradockensis	Ruschia_cradockensis
Ruschia_crassisepala	Ruschia_crassisepala
Ruschia_cupulata	Ruschia_cupulata
Ruschia_curta	Ruschia_curta
Ruschia_cymbifolia	Ruschia_cymbifolia
Ruschia_cymosa	Ruschia_cymosa
Ruschia_decumbens	Ruschia_decumbens
Ruschia_decurrens	Ruschia_decurrens
Ruschia_dejagerae	Ruschia_dejagerae
Ruschia_deminuta	Ruschia_deminuta
Ruschia_densiflora	Ruschia_densiflora
Ruschia_depressa	Ruschia_depressa
Ruschia_dichroa	Ruschia_dichroa
Ruschia_dielsiana	Ruschia_dielsiana
Ruschia_dilatata	Ruschia_dilatata
Ruschia_divaricata	Ruschia_divaricata
Ruschia_diversifolia	Ruschia_diversifolia
Ruschia_duthiae	Ruschia_duthiae
Ruschia_edentula	Ruschia_edentula
Ruschia_elineata	Ruschia_elineata
Ruschia_erecta	Ruschia_erecta
Ruschia_esterhuyseniae	Ruschia_esterhuyseniae
Ruschia_exigua	Ruschia_exigua
Ruschia_extensa	Ruschia_extensa
Ruschia_festiva	Ruschia_festiva
Ruschia_filipetala	Ruschia_filipetala
Ruschia_firma	Ruschia_firma
Ruschia_floribunda	Ruschia_floribunda
Ruschia_foliosa	Ruschia_foliosa
Ruschia_fourcadei	Ruschia_fourcadei
Ruschia_framesii	Ruschia_framesii
Ruschia_fredericii	Ruschia_fredericii
Ruschia_fugitans	Ruschia_fugitans
Ruschia_geminiflora	Ruschia_geminiflora
Ruschia_glauca	Ruschia_glauca
Ruschia_goodiae	Ruschia_goodiae
Ruschia_gracilipes	Ruschia_gracilipes
Ruschia_gracilis	Ruschia_gracilis
Ruschia_griquensis	
Ruschia_grisea	Ruschia_grisea
Ruschia_hamata	Ruschia_hamata
Ruschia_haworthii	Ruschia_haworthii
Ruschia_heteropetala	Ruschia_heteropetala
Ruschia_hexamera	Ruschia_hexamera
Ruschia_holensis	Ruschia_holensis
Ruschia_imbricata	Ruschia_imbricata
Ruschia_impressa	Ruschia_impressa
Ruschia_inclusa	Ruschia_inclusa
Ruschia_inconspicua	Ruschia_inconspicua
Ruschia_incumbens	
Ruschia_incurvata	Ruschia_incurvata
Ruschia_indecora	Ruschia_indecora
Ruschia_indurata	Ruschia_indurata
Ruschia_insidens	
Ruschia_intermedia	Ruschia_intermedia
Ruschia_intricata	Ruschia_intricata
Ruschia_intrusa	Brianhuntleya_intrusa
Ruschia_karrachabensis	Ruschia_karrachabensis
Ruschia_karrooica	Ruschia_karrooica
Ruschia_kenhardtensis	Ruschia_kenhardtensis
Ruschia_klipbergensis	Ruschia_klipbergensis
Ruschia_knysnana	Ruschia_knysnana
Ruschia_kuboosana	Ruschia_kuboosana
Ruschia_langebaanensis	Ruschia_langebaanensis
Ruschia_lapidicola	Ruschia_lapidicola
Ruschia_lavisii	Ruschia_lavisii
Ruschia_laxa	Ruschia_laxa
Ruschia_laxiflora	Ruschia_laxiflora
Ruschia_laxipetala	Ruschia_laxipetala
Ruschia_leptocalyx	Ruschia_leptocalyx
Ruschia_lerouxiae	Ruschia_lerouxiae
Ruschia_leucosperma	Ruschia_leucosperma
Ruschia_lineolata	Ruschia_lineolata
Ruschia_lisabeliae	Ruschia_lisabeliae
Ruschia_littlewoodii	
Ruschia_macowanii	Ruschia_macowanii
Ruschia_marianae	Ruschia_marianae
Ruschia_maxima	Ruschia_maxima
Ruschia_middlemostii	Ruschia_middlemostii
Ruschia_misera	Ruschia_misera
Ruschia_mollis	
Ruschia_montaguensis	Ruschia_montaguensis
Ruschia_muelleri	Ruschia_muelleri
Ruschia_muiriana	Ruschia_muiriana
Ruschia_multiflora	Ruschia_multiflora
Ruschia_muricata	Ruschia_muricata
Ruschia_namusmontana	Ruschia_namusmontana
Ruschia_nelii	Ruschia_nelii
Ruschia_neovirens	Ruschia_neovirens
Ruschia_nieuwerustensis	Ruschia_nieuwerustensis
Ruschia_nonimpressa	Ruschia_nonimpressa
Ruschia_obtusa	Ruschia_obtusa
Ruschia_odontocalyx	Ruschia_odontocalyx
Ruschia_orientalis	Ruschia_orientalis
Ruschia_pallens	Ruschia_pallens
Ruschia_paripetala	
Ruschia_parviflora	
Ruschia_parvifolia	Ruschia_parvifolia
Ruschia_patens	Ruschia_patens
Ruschia_patulifolia	Ruschia_patulifolia
Ruschia_pauciflora	Ruschia_pauciflora
Ruschia_paucipetala	Ruschia_paucipetala
Ruschia_perfoliata	Ruschia_perfoliata
Ruschia_phylicoides	Ruschia_phylicoides
Ruschia_pinguis	Ruschia_pinguis
Ruschia_polita	Ruschia_polita
Ruschia_pollardii	Ruschia_pollardii
Ruschia_pulchella	Ruschia_pulchella
Ruschia_pulvinaris	Ruschia_pulvinaris
Ruschia_punctulata	Ruschia_punctulata
Ruschia_pungens	Ruschia_pungens
Ruschia_putterilii	
Ruschia_radicans	
Ruschia_rariflora	Ruschia_rariflora
Ruschia_recurva	Ruschia_recurva
Ruschia_rigens	Ruschia_rigens
Ruschia_rigida	Ruschia_rigida
Ruschia_rigidicaulis	Ruschia_rigidicaulis
Ruschia_robusta	Ruschia_robusta
Ruschia_rostella	Ruschia_rostella
Ruschia_rubricaulis	Ruschia_rubricaulis
Ruschia_rupicola	Ruschia_rupicola
Ruschia_ruralis	Ruschia_ruralis
Ruschia_ruschiana	Ruschia_ruschiana
Ruschia_sabulicola	Ruschia_sabulicola
Ruschia_sandbergensis	Ruschia_sandbergensis
Ruschia_sarmentosa	Ruschia_sarmentosa
Ruschia_scabra	Ruschia_scabra
Ruschia_schollii	Ruschia_schollii
Ruschia_semidentata	Ruschia_semidentata
Ruschia_semiglobosa	Ruschia_semiglobosa
Ruschia_senaria	Ruschia_senaria
Ruschia_serrulata	Ruschia_serrulata
Ruschia_sessilis	Ruschia_sessilis
Ruschia_singula	Ruschia_singula
Ruschia_solitaria	Ruschia_solitaria
Ruschia_spinosa	Ruschia_spinosa
Ruschia_staminodiosa	Ruschia_staminodiosa
Ruschia_stricta	Ruschia_stricta
Ruschia_strubeniae	Ruschia_strubeniae
Ruschia_suaveolens	Ruschia_suaveolens
Ruschia_subpaniculata	Ruschia_subpaniculata
Ruschia_subsphaerica	Ruschia_subsphaerica
Ruschia_subteres	Ruschia_subteres
Ruschia_tardissima	Ruschia_tardissima
Ruschia_tecta	Ruschia_tecta
Ruschia_tenella	Ruschia_tenella
Ruschia_testacea	Ruschia_testacea
Ruschia_tribracteata	Ruschia_tribracteata
Ruschia_triflora	Ruschia_triflora
Ruschia_truteri	Ruschia_truteri
Ruschia_tumidula	Ruschia_tumidula
Ruschia_uitenhagensis	
Ruschia_umbellata	Ruschia_umbellata
Ruschia_uncinata	Ruschia_uncinata
Ruschia_unidens	Ruschia_unidens
Ruschia_vaginata	
Ruschia_valida	
Ruschia_vanbredai	Ruschia_vanbredai
Ruschia_vanderbergiae	Ruschia_vanderbergiae
Ruschia_vanheerdei	Ruschia_vanheerdei
Ruschia_vanniekerkiae	Ruschia_vanniekerkiae
Ruschia_versicolor	Ruschia_versicolor
Ruschia_vetovalida	Ruschia_vetovalida
Ruschia_victoris	Ruschia_victoris
Ruschia_virens	Ruschia_virens
Ruschia_virgata	Ruschia_virgata
Ruschia_viridifolia	Ruschia_viridifolia
Ruschia_vulvaria	Ruschia_vulvaria
Ruschia_willdenowii	
Sarcozona_bicarinata	Sarcozona_bicarinata
Sarcozona_praecox	Sarcozona_praecox
Schlechteranthus_hallii	Schlechteranthus_hallii
Schlechteranthus_maximiliani	
Scopelogena_bruynsii	Scopelogena_bruynsii
Scopelogena_gracilis	
Scopelogena_verruculata	
Sesuvium_congense	Sesuvium_congense
Sesuvium_edmonstonei	Sesuvium_edmonstonei
Sesuvium_portulacastrum	Sesuvium_portulacastrum
Smicrostigma_viride	Smicrostigma_viride
Stayneria_neilii	Stayneria_neilii
Stoeberia_beetzii	
Stoeberia_carpii	
Stoeberia_frutescens	
Stoeberia_porphyrea	
Stoeberia_utilis	Stoeberia_utilis
Stoeberia_x_arborea	
Trichodiadema_attonsum	Trichodiadema_attonsum
Trichodiadema_aureum	Trichodiadema_aureum
Trichodiadema_barbatum	Trichodiadema_barbatum
Trichodiadema_bulbosum	Trichodiadema_bulbosum
Trichodiadema_burgeri	Trichodiadema_burgeri
Trichodiadema_calvatum	Trichodiadema_calvatum
Trichodiadema_concinnum	Trichodiadema_concinnum
Trichodiadema_decorum	Trichodiadema_decorum
Trichodiadema_densum	Trichodiadema_densum
Trichodiadema_emarginatum	Trichodiadema_emarginatum
Trichodiadema_fergusoniae	Trichodiadema_fergusoniae
Trichodiadema_fourcadei	Trichodiadema_fourcadei
Trichodiadema_gracile	Trichodiadema_gracile
Trichodiadema_hallii	Trichodiadema_hallii
Trichodiadema_hirsutum	Trichodiadema_hirsutum
Trichodiadema_imitans	Trichodiadema_imitans
Trichodiadema_intonsum	Trichodiadema_intonsum
Trichodiadema_introrsum	Trichodiadema_introrsum
Trichodiadema_littlewoodii	Trichodiadema_littlewoodii
Trichodiadema_marlothii	Trichodiadema_marlothii
Trichodiadema_mirabile	Trichodiadema_mirabile
Trichodiadema_obliquum	Trichodiadema_obliquum
Trichodiadema_occidentale	Trichodiadema_occidentale
Trichodiadema_olivaceum	Trichodiadema_olivaceum
Trichodiadema_orientale	Trichodiadema_orientale
Trichodiadema_peersii	Trichodiadema_peersii
Trichodiadema_pomeridianum	Trichodiadema_pomeridianum
Trichodiadema_pygmaeum	Trichodiadema_pygmaeum
Trichodiadema_rogersiae	Trichodiadema_rogersiae
Trichodiadema_rupicola	
Trichodiadema_ryderae	Trichodiadema_ryderae
Trichodiadema_setuliferum	Trichodiadema_setuliferum
Trichodiadema_stayneri	Trichodiadema_stayneri
Trichodiadema_strumosum	Trichodiadema_strumosum
Wooleya_farinosa	Wooleya_farinosa
Zeuktophyllum_calycinum	
Zeuktophyllum_suppositum	Zeuktophyllum_suppositum
Achyranthes_arborescens	Achyranthes_arborescens
Achyranthes_atollensis	
Achyranthes_mutica	Achyranthes_mutica
Achyranthes_splendens	Achyranthes_splendens
Aerva_artemisioides	Aerva_artemisioides
Aerva_coriacea	Aerva_coriacea
Aerva_microphylla	Aerva_microphylla
Aerva_revoluta	Aerva_revoluta
Aerva_triangularifolia	Aerva_triangularifolia
Allenrolfea_occidentalis	Allenrolfea_occidentalis
Allenrolfea_patagonica	
Allenrolfea_vaginata	Allenrolfea_vaginata
Alternanthera_albida	Alternanthera_albida
Alternanthera_canescens	Alternanthera_canescens
Alternanthera_capituliflora	
Alternanthera_echinocephala	Alternanthera_echinocephala
Alternanthera_filifolia	Alternanthera_filifolia
Alternanthera_flavicoma	Alternanthera_flavicoma
Alternanthera_frutescens	
Alternanthera_galapagensis	Alternanthera_galapagensis
Alternanthera_halimifolia	Alternanthera_halimifolia
Alternanthera_helleri	Alternanthera_helleri
Alternanthera_inaccessa	
Alternanthera_mexicana	Alternanthera_mexicana
Alternanthera_nesiotes	Alternanthera_nesiotes
Alternanthera_nodifera	Alternanthera_nodifera
Alternanthera_rugulosa	
Alternanthera_snodgrassii	Alternanthera_snodgrassii
Alternanthera_vestita	Alternanthera_vestita
Anabasis_aphylla	Anabasis_aphylla
Anabasis_articulata	Anabasis_articulata
Anabasis_haussknechtii	Anabasis_haussknechtii
Anabasis_lachnantha	Anabasis_lachnantha
Anabasis_oropediorum	Anabasis_oropediorum
Anabasis_prostrata	
Anabasis_salsa	Anabasis_salsa
Arthraerua_leubnitziae	Arthraerua_leubnitziae
Arthrocnemum_macrostachyum	Arthrocnemum_macrostachyum
Atriplex_acuminata	
Atriplex_atacamensis	Atriplex_atacamensis
Atriplex_belangeri	Atriplex_belangeri
Atriplex_bunburyana	Atriplex_bunburyana
Atriplex_campanulata	
Atriplex_cana	Atriplex_cana
Atriplex_canescens	Atriplex_canescens
Atriplex_chapinii	
Atriplex_chizae	
Atriplex_cinerea	Atriplex_cinerea
Atriplex_clivicola	Atriplex_clivicola
Atriplex_confertifolia	Atriplex_confertifolia
Atriplex_coquimba	Atriplex_coquimbana
Atriplex_cordubensis	Atriplex_cordubensis
Atriplex_coriacea	Atriplex_coriacea
Atriplex_crenatifolia	
Atriplex_farinosa	Atriplex_farinosa
Atriplex_glauca	Atriplex_glauca
Atriplex_glaucescens	
Atriplex_griffithii	Atriplex_griffithii
Atriplex_halimus	Atriplex_halimus
Atriplex_hymenelytra	Atriplex_hymenelytra
Atriplex_hymenotheca	Atriplex_hymenotheca
Atriplex_hypoleuca	
Atriplex_imbricata	Atriplex_imbricata
Atriplex_isatidea	Atriplex_isatidea
Atriplex_lanfrancoi	Atriplex_lanfrancoi
Atriplex_lentiformis	Atriplex_lentiformis
Atriplex_leucoclada	Atriplex_leucoclada
Atriplex_mucronata	Atriplex_mucronata
Atriplex_neglecta	
Atriplex_nogalensis	Atriplex_nogalensis
Atriplex_nummularia	Atriplex_nummularia
Atriplex_paludosa	Atriplex_paludosa
Atriplex_parryi	Atriplex_parryi
Atriplex_peruviana	Atriplex_peruviana
Atriplex_quinii	Atriplex_quinii
Atriplex_repanda	Atriplex_repanda
Atriplex_repens	
Atriplex_sagittifolia	Atriplex_sagittifolia
Atriplex_sorianoi	
Atriplex_spegazzinii	Atriplex_spegazzinii
Atriplex_spinifera	Atriplex_spinifera
Atriplex_stipitata	Atriplex_stipitata
Atriplex_stylosa	
Atriplex_torreyi	Atriplex_torreyi_var._griffithsii
Atriplex_undulata	Atriplex_undulata
Atriplex_vallenarensis	
Atriplex_verrucifera	
Atriplex_vulgatissima	
Bassia_aegyptiaca	Bassia_aegyptiaca
Bassia_arabica	Bassia_arabica
Bassia_dinteri	Bassia_dinteri
Bassia_prostrata	Bassia_prostrata
Bassia_salsoloides	Bassia_salsoloides
Bassia_tianschanica	Bassia_tianschanica
Bassia_tomentosa	Bassia_tomentosa
Bassia_villossisima	
Blitum_bonus-henricus	Blitum_bonus-henricus
Blitum_californicum	Blitum_californicum
Blutaparon_rigidum	
Bosea_amherstiana	
Bosea_cypria	Bosea_cypria
Bosea_yervamora	Bosea_yervamora
Calicorema_capitata	Calicorema_capitata
Calicorema_squarrosa	
Camphorosma_lessingii	Camphorosma_lessingii
Camphorosma_monspeliaca	Camphorosma_monspeliaca
Caroxylon_abarghuense	Caroxylon_abarghuense
Caroxylon_cyclophyllum	Caroxylon_cyclophyllum
Caroxylon_ericoides	
Caroxylon_gemmascens	Caroxylon_gemmascens
Caroxylon_imbricatum	Caroxylon_imbricatum
Caroxylon_persicum	
Caroxylon_vermiculatum	Caroxylon_vermiculatum
Caroxylon_verrucosum	Caroxylon_verrucosum
Caroxylon_yazdianum	Caroxylon_yazdianum
Celosia_floribunda	Celosia_floribunda
Celosia_spathulifolia	Celosia_spathulifolia
Celosia_spicata	Celosia_spicata
Chamissoa_altissima	Chamissoa_altissima
Charpentiera_australis	
Charpentiera_densiflora	
Charpentiera_elliptica	
Charpentiera_obovata	Charpentiera_obovata
Charpentiera_ovata	Charpentiera_ovata
Charpentiera_tomentosa	Charpentiera_tomentosa
Chenolea_diffusa	Chenolea_diffusa
Chenopodium_auricomum	Chenopodium_auricomum
Chenopodium_crusoeanum	
Chenopodium_curvispicatum	
Chenopodium_gaudichaudianum	Chenopodium_gaudichaudianum
Chenopodium_nesodendron	
Chenopodium_nitrariaceum	Chenopodium_nitrariaceum
Chenopodium_oahuense	Chenopodium_oahuense
Chenopodium_santae_clarae	
Chenopodium_ulicinum	
Cornulaca_amblyacantha	Cornulaca_amblyacantha
Cornulaca_ehrenbergii	Cornulaca_ehrenbergii
Cornulaca_monacantha	Cornulaca_monacantha
Cornulaca_setifera	
Cyathobasis_fruticulosa	Cyathobasis_fruticulosa
Deeringia_amaranthoides	Deeringia_amaranthoides
Deeringia_arborescens	Deeringia_arborescens
Deeringia_densiflora	
Deeringia_humbertiana	
Deeringia_madagascariensis	
Deeringia_mirabilis	
Deeringia_perrieriana	
Deeringia_tetragyna	
Didymanthus_roei	Didymanthus_roei
Dissocarpus_paradoxus	Dissocarpus_paradoxus
Eremophea_aggregata	Eremophea_aggregata
Eremophea_astrocarpa	
Eremophea_spinosa	Eremophea_spinosa
Exomis_microphylla	Exomis_microphylla
Froelichia_juncea	Froelichia_juncea
Froelichia_nudicaulis	Froelichia_nudicaulis
Gomphrena_rigida	
Grayia_brandegeei	
Grayia_spinosa	Grayia_spinosa
Halimione_portulacoides	Halimione_portulacoides
Halimione_verrucifera	Halimione_verrucifera
Halocnemum_strobilaceum	Halocnemum_strobilaceum
Halogeton_alopecuroides	Halogeton_alopecuroides
Halostachys_belangeriana	Halostachys_belangeriana
Halothamnus_afghanicus	Halothamnus_afghanicus
Halothamnus_auriculus	Halothamnus_auriculus_subsp._acutifolius
Halothamnus_bamianicus	Halothamnus_bamianicus
Halothamnus_beckettii	Halothamnus_beckettii
Halothamnus_cinerascens	Halothamnus_cinerascens
Halothamnus_glaucus	Halothamnus_glaucus
Halothamnus_iranicus	Halothamnus_iranicus
Halothamnus_iraqensis	Halothamnus_iraqensis
Halothamnus_kermanensis	Halothamnus_kermanensis
Halothamnus_oxianus	Halothamnus_oxianus
Halothamnus_schurobi	Halothamnus_schurobi
Halothamnus_sistanicus	Halothamnus_sistanicus
Halothamnus_somalensis	
Halothamnus_subaphyllus	Halothamnus_subaphyllus
Halothamnus_turcomanicus	Halothamnus_turcomanicus
Haloxylon_ammodendron	Haloxylon_ammodendron
Haloxylon_persicum	Haloxylon_persicum
Hammada_salicornica	Haloxylon_salicornicum
Hebanthe_eriantha	Hebanthe_eriantha
Hebanthe_grandiflora	Hebanthe_grandiflora
Hebanthe_hookeriana	
Hebanthe_occidentalis	Hebanthe_occidentalis
Hebanthe_paniculata	Hebanthe_paniculata
Hebanthe_pulverulenta	Hebanthe_pulverulenta
Hebanthe_reticulata	
Hebanthe_spicata	
Hemichroa_mesembryanthema	
Henonia_scoparia	Henonia_scoparia
Hermbstaedtia_caffra	Hermbstaedtia_caffra
Hermbstaedtia_glauca	Hermbstaedtia_glauca
Heterostachys_olivascens	
Heterostachys_ritteriana	Heterostachys_ritteriana
Holmbergia_tweedii	Holmbergia_tweedii
Iljinia_regelii	Iljinia_regelii
Iresine_alternifolia	Iresine_alternifolia
Iresine_arbuscula	Iresine_arbuscula
Iresine_calea	Iresine_calea
Iresine_cassiniaeformis	Iresine_cassiniiformis
Iresine_discolor	Iresine_discolor
Iresine_grandis	Iresine_grandis
Iresine_hartmanii	Iresine_hartmanii
Iresine_herrerae	
Iresine_interrupta	
Iresine_leptoclada	Iresine_leptoclada
Iresine_nigra	Iresine_nigra
Iresine_nitens	
Iresine_orientalis	
Iresine_pacifica	
Iresine_palmeri	Iresine_palmeri
Iresine_pringlei	
Iresine_rotundifolia	
Iresine_rzedowskii	
Iresine_schaffneri	Iresine_schaffneri
Iresine_stricta	
Iresine_tomentella	
Iresine_valdesii	
Iresine_wrightii	
Kali_griffithii	
Kalidium_caspicum	Kalidium_caspicum
Kalidium_cuspidatum	Kalidium_cuspidatum
Kalidium_follatum	
Kalidium_gracile	Kalidium_gracile
Kalidium_schrenkianum	Kalidium_schrenkianum
Kaviria_aucheri	
Kaviria_lachnantha	Kaviria_lachnantha
Kaviria_rubescens	Kaviria_rubescens
Kaviria_tomentosa	Kaviria_tomentosa
Krascheninnikovia_ceratoides	Krascheninnikovia_ceratoides
Lagenantha_cycloptera	
Lagenantha_gillettii	Gyroptera_gillettii
Maireana_amoena	Maireana_amoena
Maireana_aphylla	Maireana_aphylla
Maireana_appressa	Maireana_appressa
Maireana_astrotricha	Maireana_astrotricha
Maireana_atkinsiana	
Maireana_brevifolia	Maireana_brevifolia
Maireana_campanulata	Maireana_campanulata
Maireana_cannonii	
Maireana_convexa	Maireana_convexa
Maireana_decalvans	
Maireana_diffusa	
Maireana_eriantha	
Maireana_erioclada	Maireana_erioclada
Maireana_georgei	Maireana_georgei
Maireana_glomerifolia	Maireana_glomerifolia
Maireana_integra	Maireana_integra
Maireana_lanata	
Maireana_lanosa	
Maireana_luehmannii	
Maireana_macrocarpa	
Maireana_melanocarpa	
Maireana_melanocoma	
Maireana_microphylla	Maireana_microphylla
Maireana_murrayana	
Maireana_obovata	
Maireana_oppositifolia	Maireana_oppositifolia
Maireana_pentatropis	Maireana_pentatropis
Maireana_planifolia	Maireana_planifolia
Maireana_platycarpa	Maireana_platycarpa
Maireana_polypterygia	Maireana_polypterygia
Maireana_prosthecochaeta	
Maireana_pyramidata	Maireana_pyramidata
Maireana_radiata	
Maireana_rohrlachii	
Maireana_sedifolia	Maireana_sedifolia
Maireana_spongiocarpa	Maireana_spongiocarpa
Maireana_stipitata	
Maireana_thesioides	
Maireana_tomentosa	Maireana_tomentosa_subsp._tomentosa
Maireana_triptera	Maireana_triptera
