try_acc_species_id	try_acc_species_name	plant_growth_form	succulent	climber	parasitic	aquatic	epiphyte	crop	palmoid	woodiness
52336	Subularia aquatica	herb								non-woody
52337	Succisa pratensis	herb								non-woody
52338	Succisella inflexa	herb								non-woody
52342	Summerhayesia zambesiaca	herb								non-woody
52343	Sundacarpus amara									woody
52344	Suregada adenophora	shrub/tree								woody
52345	Suregada africana	shrub/tree								woody
52346	Suregada glomerulata	tree								woody
52347	Suregada multiflora	shrub/tree								woody
52348	Suregada procera	tree								woody
52349	Suregada zanzibariensis	tree								woody
52350	Suriana maritima	shrub								woody
52351	Sutera atropurpurea	shrub								woody
52352	Sutera aurantiaca	herb/shrub								non-woody/woody
52353	Sutera brunnea	shrub								woody
52354	Sutera burkeana	shrub								woody
52355	Sutera carvalhoi	shrub								woody
52356	Sutera elegantissima	herb/shrub								non-woody/woody
52357	Sutera floribunda	herb/shrub								non-woody/woody
52358	Sutera fodina	herb/shrub								non-woody/woody
52359	Sutera hereroensis	herb								non-woody
52360	Sutera micrantha	herb/shrub								non-woody/woody
52361	Sutera palustris	herb/shrub								non-woody/woody
52364	Sutherlandia frutescens	shrub								woody
52365	Sutherlandia microphylla	shrub								woody
52369	Swainsona canescens	herb								non-woody
52374	Swainsona microphylla	herb								non-woody
52376	Swainsona phacoides	herb								non-woody
52380	Swainsona salsula	herb								non-woody
52382	Swallenia alexandrae	graminoid								non-woody
52383	Swallenochloa subtessellata	graminoid								non-woody
52387	Swartzia arborescens	tree								woody
52388	Swartzia argentea									woody
52389	Swartzia bannia									woody
52390	Swartzia benthamiana	tree								woody
52391	Swartzia bombycina	tree								woody
52392	Swartzia brachyrachis	tree								woody
52393	Swartzia brachyrhachis	tree								woody
52394	Swartzia cardiosperma	tree								woody
52396	Swartzia corrugata	tree								woody
52397	Swartzia cubensis	tree								woody
52398	Swartzia cuspidata	tree								woody
52400	Swartzia dolichopoda	tree								woody
52401	Swartzia euxylophora									woody
52402	Swartzia fasciata									woody
52403	Swartzia fistuloides									woody
52405	Swartzia grandifolia									woody
52406	Swartzia guatemalensis	tree								woody
52407	Swartzia guianensis									woody
52409	Swartzia ingifolia	tree								woody
52412	Swartzia laevicarpa									woody
52416	Swartzia laurifolia	tree								woody
52417	Swartzia laxiflora									woody
52418	Swartzia leblondii									woody
52419	Swartzia leiocalycina	tree								woody
52420	Swartzia leptopetala	tree								woody
52421	Swartzia longicarpa									woody
52422	Swartzia longistipitata	tree								woody
52424	Swartzia macrocarpa									woody
52425	Swartzia macrostachya									woody
52426	Swartzia madagascariensis	tree								woody
52428	Swartzia myrtifolia	tree								woody
52429	Swartzia oblanceolata									woody
52430	Swartzia oblata									woody
52431	Swartzia obscura									woody
52432	Swartzia panacoco	tree								woody
52433	Swartzia panamensis									woody
52435	Swartzia pinnata									woody
52436	Swartzia polyphylla	tree								woody
52437	Swartzia racemosa	tree								woody
52438	Swartzia recurva	tree								woody
52439	Swartzia remiger									woody
52440	Swartzia reticulata	tree								woody
52441	Swartzia schomburgkii	tree								woody
52443	Swartzia simplex	tree								woody
52446	Swartzia tomentifera	tree								woody
52447	Swartzia tomentosa									woody
52448	Swartzia ulei	tree								woody
52449	Sweetia fruticosa	tree								woody
52451	Sweetia panamensis									woody
52452	Swertia abyssinica	herb								non-woody
52453	Swertia acaulis	herb								non-woody
52455	Swertia curtioides	herb								non-woody
52456	Swertia eminii	herb								non-woody
52457	Swertia fwambensis	herb								non-woody
64907	Swertia iberica	herb								non-woody
52458	Swertia intermixta	herb								non-woody
52459	Swertia johnsonii	herb								non-woody
52460	Swertia kilimandscharica	herb								non-woody
52461	Swertia marginata	herb								non-woody
52462	Swertia perennis	herb								non-woody
52464	Swertia pleurogynoides	herb								non-woody
52466	Swertia quartiniana	herb								non-woody
52468	Swertia tetrandra	herb								non-woody
52469	Swertia usambarensis	herb								non-woody
52470	Swertia welwitschii	herb								non-woody
64908	Swida macrophylla	shrub								woody
52472	Swietenia humilis	tree								woody
52473	Swietenia macrophylla	tree								woody
52474	Swietenia mahagoni	tree								woody
52476	Swietenia mahogoni	tree								woody
52479	Swintonia acuta	tree								woody
52480	Swintonia floribunda	tree								woody
52481	Swintonia foxworthyi	tree								woody
52482	Swintonia glauca	tree								woody
52483	Swintonia penangiana	tree								woody
52484	Swintonia pierrei	tree								woody
52485	Swintonia robinsonii									woody
52486	Swintonia schwenckii	tree								woody
52488	Swintonia spicifera	tree								woody
52489	Syagrus coronata									woody
52490	Syagrus loefgrenii									woody
52491	Syagrus orinocensis									woody
63974	Syagrus pseudococos	tree							palmoid	woody
52492	Syagrus romanzoffiana	tree							palmoid	woody
52494	Sycopsis dunnii									woody
63975	Sycopsis sinensis									woody
52495	Symmeria paniculata	tree								woody
52497	Sympegma regelii	shrub								woody
52498	Sympetalandra borneensis									woody
52499	Sympetalandra densiflora									woody
52502	Symphonia acuminata	tree								woody
52503	Symphonia eugenioides	tree								woody
52504	Symphonia fasciculata	tree								woody
52505	Symphonia globulifera	tree								woody
52506	Symphonia louvelii	tree								woody
52507	Symphonia microphylla	tree								woody
52508	Symphonia pauciflora	tree								woody
52510	Symphonia tanalensis	tree								woody
52513	Symphoricarpos albus	shrub								woody
52515	Symphoricarpos mollis	shrub								woody
52516	Symphoricarpos occidentalis	shrub								woody
52517	Symphoricarpos orbiculatus	shrub								woody
52518	Symphoricarpos oreophilus	shrub								woody
52519	Symphoricarpos rivularis	shrub								woody
52520	Symphoricarpos rotundifolius	shrub								woody
52522	Symphyandra armena	herb								non-woody
52524	Symphyopappus compressus	shrub								woody
52525	Symphyopappus cuneatus	shrub								woody
64909	Symphyotrichum ascendens	herb								non-woody
64910	Symphyotrichum chilense	herb								non-woody
64911	Symphyotrichum cordifolium	herb								non-woody
64912	Symphyotrichum falcatum	herb								non-woody
64913	Symphyotrichum foliaceum	herb								non-woody
64914	Symphyotrichum laeve	herb								non-woody
64915	Symphyotrichum lanceolatum	herb								non-woody
64916	Symphyotrichum lateriflorum	herb								non-woody
64917	Symphyotrichum novi-belgii	herb								non-woody
63979	Symphyotrichum oolentangiense	herb/shrub								non-woody/woody
64918	Symphyotrichum patens	herb								non-woody
64919	Symphyotrichum pilosum	herb								non-woody
64920	Symphyotrichum prenanthoides	herb								non-woody
64921	Symphyotrichum puniceum	herb/shrub								non-woody/woody
64922	Symphyotrichum subspicatum	herb								non-woody
64923	Symphyotrichum subulatum	herb								non-woody
52526	Symphysia racemosa									woody
52527	Symphytum asperum	herb								non-woody
52528	Symphytum bulbosum	herb								non-woody
52530	Symphytum officinale	herb								non-woody
52531	Symphytum orientale	herb								non-woody
52532	Symphytum tuberosum	herb								non-woody
52533	Symphytum uplandicum	herb								non-woody
52534	Symplectrodia gracilis	graminoid								non-woody
52535	Symplectrodia lanosa	graminoid								non-woody
52536	Symplocarpus foetidus	herb								non-woody
52537	Symplocarpus renifolius	herb								non-woody
52539	Symplocos acuminatissima									woody
52540	Symplocos adenophylla									woody
52541	Symplocos anomala	tree								woody
52543	Symplocos arechea	tree								woody
52545	Symplocos austin-smithii	tree								woody
52546	Symplocos baeuerlenii									woody
52547	Symplocos botryantha	tree								woody
52548	Symplocos brandisii									woody
52549	Symplocos caudata	tree								woody
52550	Symplocos celastrifolia									woody
52553	Symplocos chinensis	shrub								woody
52556	Symplocos cochinchinensis	shrub/tree								woody
52559	Symplocos dolichotricha									woody
52560	Symplocos ernestii	tree								woody
52561	Symplocos fasciculata	tree								woody
52562	Symplocos glauca									woody
52565	Symplocos hayesii									woody
52566	Symplocos heishanensis	tree								woody
52567	Symplocos henscheli									woody
52568	Symplocos henschelii									woody
52569	Symplocos itatiaiae	shrub/tree								woody
52570	Symplocos laeteviridis	tree								woody
52571	Symplocos lanceolata	tree								woody
52572	Symplocos lancifolia	tree								woody
52573	Symplocos laurina	tree								woody
52575	Symplocos lucida									woody
52576	Symplocos martinicensis									woody
52578	Symplocos mosenii	tree								woody
52579	Symplocos nitidiflora									woody
52580	Symplocos odoratissima	tree								woody
52582	Symplocos paniculata									woody
52583	Symplocos paucistaminea									woody
52586	Symplocos polyandra									woody
52587	Symplocos prunifolia	tree								woody
52589	Symplocos racemosa									woody
52591	Symplocos reflexa									woody
52594	Symplocos serrulata	tree								woody
52595	Symplocos sessilifolia									woody
71840	Symplocos setchuensis	shrub/tree								woody
52597	Symplocos spicata									woody
52598	Symplocos stawellii									woody
52599	Symplocos stellaris	tree								woody
52600	Symplocos sumuntia	tree								woody
52601	Symplocos tanakae									woody
52603	Symplocos tetrandra	tree								woody
63986	Symplocos theifolia	tree								woody
52604	Symplocos thwaitesii									woody
52605	Symplocos tinctoria									woody
52606	Symplocos uniflora	tree								woody
52607	Symplocos vernicosa	tree								woody
52610	Synadenium angolense	shrub/tree								woody
52611	Synadenium cameronii	shrub/tree								woody
52612	Synadenium cupulare	shrub/tree								woody
52613	Synadenium glabratum	shrub								woody
52614	Synadenium halipedicola	shrub								woody
52615	Synadenium kirkii	shrub/tree								woody
52617	Synandra hispidula									non-woody
52618	Synaptophyllum juttae	herb	succulent							non-woody
60716	Syncarpha charsleyae	herb								non-woody
60694	Syncarpha floribundum	herb								non-woody
60695	Syncarpha jessenii	herb								non-woody
60696	Syncarpha roseum	herb								non-woody
52621	Syncarpha speciosissima	herb								non-woody
60697	Syncarpha tietkensii	herb								non-woody
52622	Syncarpha vestita	herb								non-woody
52623	Syncarpia glomulifera	tree								woody
52624	Syncarpia hillii									woody
52625	Syncarpia laurifolia									woody
52626	Synechanthus warscewiczianus	tree							palmoid	woody
52627	Synedrella nodiflora	herb								non-woody
52629	Syngonium hoffmannii									non-woody
52631	Syngonium podophyllum	herb								non-woody
52632	Syngonium rayi	herb		climber						non-woody
52634	Syngonium yurimaguense									non-woody
52635	Syngramma wallichii	fern								non-woody
60700	Synima cordierorum									woody
52636	Synima macrophylla									woody
52637	Synoum glandulosum	tree								woody
52638	Synoum muelleri	shrub/tree								woody
52639	Synsepalum afzelii									woody
52640	Synsepalum brevipes									woody
52643	Synsepalum dulcificum									woody
52645	Synsepalum msolo									woody
52648	Synsepalum revolutum									woody
52653	Syntrichopappus fremontii	herb								non-woody
52658	Syringa josikaea									woody
52660	Syringa oblata	shrub								woody
52663	Syringa reticulata									woody
52665	Syringa villosa	shrub								woody
52666	Syringa vulgaris	shrub/tree								woody
64925	Syringodium isoetifolium	herb								non-woody
52669	Syzygium acuminatissimum	tree								woody
52670	Syzygium alatoramulum									woody
52671	Syzygium alliiligneum									woody
52672	Syzygium angophoroides									woody
52673	Syzygium antisepticum									woody
52674	Syzygium apodophyllum									woody
52675	Syzygium aqueum									woody
52676	Syzygium araiocladum	tree								woody
52677	Syzygium argyropedicum									woody
52678	Syzygium armstrongii									woody
52679	Syzygium australe									woody
52680	Syzygium bamagense									woody
52681	Syzygium bankense									woody
52682	Syzygium banksii									woody
52683	Syzygium bernieri									woody
60704	Syzygium bleeseri									woody
52684	Syzygium boonjee									woody
52685	Syzygium bordenii									woody
52686	Syzygium brackenridgei									woody
52687	Syzygium branderhorstii									woody
52688	Syzygium buettnerianum									woody
52689	Syzygium bungadinnia									woody
52690	Syzygium buxifolium	tree								woody
60705	Syzygium caerasoideum									woody
52691	Syzygium canicortex									woody
52692	Syzygium castaneum									woody
63990	Syzygium cathayense									woody
52693	Syzygium caudatilimbum									woody
52694	Syzygium championii									woody
52695	Syzygium chunianum									woody
52696	Syzygium claviflorum									woody
52697	Syzygium cleyeraefolium									woody
52698	Syzygium confertum	tree								woody
52699	Syzygium cordatum	tree								woody
52700	Syzygium cormiflorum									woody
52701	Syzygium corynanthum									woody
52702	Syzygium crebrinerve	tree								woody
52703	Syzygium cryptophlebium									woody
52704	Syzygium cumini	tree								woody
52705	Syzygium cuminii									woody
63991	Syzygium cuneifolium									woody
52706	Syzygium curvistylum									woody
63992	Syzygium danguyanum									woody
52707	Syzygium dansiei									woody
52708	Syzygium densiflorum									woody
52709	Syzygium dictyophlebium									woody
52710	Syzygium diospyrifolium									woody
60718	Syzygium divaricatum									woody
52711	Syzygium duthieanum									woody
52712	Syzygium dyerianum									woody
52713	Syzygium effusum									woody
63993	Syzygium emirnense									woody
52714	Syzygium endophloium	tree								woody
52715	Syzygium erythrocalyx									woody
52716	Syzygium erythrodoxum									woody
52717	Syzygium eucalyptoides	tree								woody
52718	Syzygium euphlebium	tree								woody
52719	Syzygium fastigiatum									woody
52720	Syzygium fibrosum									woody
52721	Syzygium fijiense									woody
52722	Syzygium filiforme									woody
52723	Syzygium firmum									woody
63994	Syzygium formosanum									woody
52724	Syzygium formosum									woody
52725	Syzygium forte									woody
52726	Syzygium francisii									woody
52727	Syzygium gardneri									woody
52728	Syzygium gerrardii									woody
52729	Syzygium gracile									woody
52730	Syzygium grande									woody
52731	Syzygium gratum									woody
52732	Syzygium griffithii									woody
52733	Syzygium guineense	tree								woody
52734	Syzygium gustavioides	tree								woody
52735	Syzygium hainanense	tree								woody
52736	Syzygium hancei									woody
60747	Syzygium hedraiophyllum									woody
52737	Syzygium helferi									woody
60748	Syzygium hemilamprum									woody
52738	Syzygium hodgkinsoniae									woody
52739	Syzygium houttuynii	tree								woody
52740	Syzygium inophylloides									woody
52741	Syzygium inophyllum									woody
52742	Syzygium jambos	tree								woody
52743	Syzygium johnsonii									woody
52744	Syzygium kunstleri									woody
52745	Syzygium kuranda									woody
52746	Syzygium latilimbum	tree								woody
64926	Syzygium laxiflorum	tree								woody
52747	Syzygium levinei									woody
52748	Syzygium lineatum	tree								woody
52749	Syzygium longiflorum									woody
52750	Syzygium luehmannii	tree								woody
52751	Syzygium macilwraithianum									woody
52752	Syzygium maire									woody
52753	Syzygium makul									woody
52754	Syzygium malaccense	tree								woody
52755	Syzygium masukuense	shrub/tree								woody
52756	Syzygium minutiflorum									woody
52757	Syzygium moorei									woody
52758	Syzygium muelleri									woody
52759	Syzygium nervosum									woody
52760	Syzygium nidie									woody
52761	Syzygium nitidum									woody
52762	Syzygium odoratum									woody
52763	Syzygium oleosum	tree								woody
52764	Syzygium operculatum									woody
52765	Syzygium owariense	tree								woody
52766	Syzygium palawanense									woody
52767	Syzygium paniculatum	tree								woody
52768	Syzygium papyraceum									woody
63995	Syzygium parkeri									woody
52769	Syzygium parvifolium									woody
52770	Syzygium polyanthum									woody
52771	Syzygium polycephalum									woody
52772	Syzygium pseudofastigiatum									woody
52773	Syzygium puberulum									woody
52774	Syzygium racemosum									woody
52775	Syzygium rehderianum									woody
52776	Syzygium ridleyi									woody
52777	Syzygium rostratum									woody
52778	Syzygium rowlandi									woody
52779	Syzygium rubicundum									woody
52780	Syzygium rubiginosum									woody
52781	Syzygium rubrimolle									woody
52782	Syzygium samarangense									woody
52783	Syzygium sandwicensis	tree								woody
52784	Syzygium sayeri	tree								woody
52785	Syzygium sclerophyllum									woody
52786	Syzygium sharonae									woody
52788	Syzygium splendens									woody
52789	Syzygium suborbiculare	tree								woody
52790	Syzygium suringarianum									woody
52791	Syzygium syzygioides									woody
52792	Syzygium tawahense									woody
52793	Syzygium tetragonum									woody
52794	Syzygium thumra									woody
52795	Syzygium tierneyanum									woody
52796	Syzygium trachyphloium									woody
64927	Syzygium umbilicatum	tree								woody
52797	Syzygium velae									woody
52798	Syzygium wesa									woody
60753	Syzygium wex									woody
52799	Syzygium wilsonii									woody
52800	Syzygium xerampelinum									woody
52803	Tabebuia aurea	tree								woody
52804	Tabebuia avellanedae	tree								woody
52805	Tabebuia barbata	tree								woody
60755	Tabebuia billbergiana	tree								woody
52806	Tabebuia billbergii	tree								woody
60757	Tabebuia billergiana	tree								woody
52807	Tabebuia capitata	tree								woody
52809	Tabebuia cassinoides	tree								woody
52810	Tabebuia chrysantha	tree								woody
52813	Tabebuia donnell-smithii	tree								woody
52814	Tabebuia fluviatilis	shrub/tree								woody
52815	Tabebuia guayacan	tree								woody
52816	Tabebuia haemantha	tree								woody
52817	Tabebuia heptaphylla	tree								woody
52818	Tabebuia heterophylla	shrub/tree								woody
52819	Tabebuia impetiginosa	tree								woody
52820	Tabebuia incana	tree								woody
52821	Tabebuia insignis	tree								woody
52822	Tabebuia ipe	tree								woody
52823	Tabebuia lapacho	tree								woody
52824	Tabebuia nodosa	tree								woody
52825	Tabebuia obscura	tree								woody
52826	Tabebuia ochracea	tree								woody
52827	Tabebuia pallida	tree								woody
52828	Tabebuia palmeri	tree								woody
52829	Tabebuia pedicellata	tree								woody
52830	Tabebuia pentaphylla	tree								woody
52831	Tabebuia platyantha									woody
52832	Tabebuia rigida	tree								woody
52833	Tabebuia riparia									woody
52834	Tabebuia rosea	tree								woody
52835	Tabebuia roseo-alba	tree								woody
52836	Tabebuia schumanniana	tree								woody
52837	Tabebuia serratifolia	tree								woody
52839	Tabebuia stenocalyx	tree								woody
52840	Tabebuia vellosoi	tree								woody
52841	Tabernaemontana alba									woody
52842	Tabernaemontana angulata									woody
60731	Tabernaemontana angustisepala	shrub/tree								woody
52843	Tabernaemontana arborea	tree								woody
52844	Tabernaemontana attenuata									woody
52846	Tabernaemontana australis									woody
52849	Tabernaemontana concinna	tree								woody
52851	Tabernaemontana coronaria	shrub								woody
52852	Tabernaemontana corymbosa									woody
52853	Tabernaemontana crassa									woody
52854	Tabernaemontana cymosa	tree								woody
52855	Tabernaemontana divaricata									woody
52856	Tabernaemontana durissima									woody
52858	Tabernaemontana elegans	shrub/tree								woody
52859	Tabernaemontana flavicans									woody
52860	Tabernaemontana heterophylla									woody
52861	Tabernaemontana laeta	shrub								woody
60742	Tabernaemontana letrastadiya									woody
52862	Tabernaemontana macrocarpa									woody
52863	Tabernaemontana pachysiphon	shrub/tree								woody
52865	Tabernaemontana pandacaqui									woody
52866	Tabernaemontana pauciflora									woody
52867	Tabernaemontana penduliflora									woody
52868	Tabernaemontana psychotriaefolia									woody
52869	Tabernaemontana rendlei									woody
52870	Tabernaemontana sananho	tree								woody
52871	Tabernaemontana siphilitica	tree								woody
52873	Tabernaemontana sphaerocarpa									woody
52874	Tabernaemontana stapfiana	tree								woody
52875	Tabernaemontana stenoloba									woody
52877	Tabernaemontana undulata									woody
52878	Tabernaemontana ventricosa	shrub/tree								woody
64928	Tacca cristata	herb								non-woody
52881	Tacca integrifolia	herb								non-woody
52882	Tacca involucrata	herb								non-woody
52883	Tacca leontopetalodes	herb								non-woody
52884	Tacca leontopetaloides	herb								non-woody
52887	Tachigali alba	tree								woody
52888	Tachigali bracteosa	tree								woody
52889	Tachigali cavipes	tree								woody
52890	Tachigali chrysophylla	tree								woody
60726	Tachigali denudata	tree								woody
52892	Tachigali formicarum	tree								woody
52893	Tachigali guianensis									woody
52894	Tachigali hypoleuca									woody
52896	Tachigali micrantha									woody
52897	Tachigali multijuga									woody
52898	Tachigali myrmecophila	tree								woody
52899	Tachigali paniculata	tree								woody
52900	Tachigali paraensis									woody
52901	Tachigali peruviana									woody
52902	Tachigali polyphylla	tree								woody
52903	Tachigali ptychophysca	tree								woody
52904	Tachigali rugosa	tree								woody
52905	Tachigali setifera									woody
52907	Tachigali tessmannii	tree								woody
52908	Tachigali vasquezii	tree								woody
52909	Tachigali venusta	tree								woody
52910	Tachigali versicolor	tree								woody
52911	Tachigalia cavipes	tree								woody
52912	Tachigalia paniculata	tree								woody
52913	Tachigalia versicolor	tree								woody
52914	Taeniatherum asperum	graminoid								non-woody
52915	Taeniatherum caput-medusae	graminoid								non-woody
52916	Taeniatherum crinitum	graminoid								non-woody
71851	Taenidia integerrima	herb								non-woody
52917	Taeniophyllum coxii	herb								non-woody
52918	Taenitis blechnoides	fern								non-woody
52919	Tagetes argentina	herb								non-woody
52921	Tagetes erecta	herb								non-woody
52922	Tagetes filifolia	herb								non-woody
52923	Tagetes lucida	herb/shrub								non-woody/woody
52924	Tagetes minuta	herb								non-woody
52925	Tagetes patula	herb								non-woody
52926	Tagetes signata	herb								non-woody
52928	Tagetes subulata	herb								non-woody
52929	Taiwania cryptomerioides									woody
52930	Taiwania flousiana	tree								woody
64010	Takeikadzuchia lomonossowii	herb								non-woody
52932	Talauma amazonica									woody
52933	Talauma candollei	tree								woody
52934	Talauma gigantifolia	tree								woody
52935	Talauma hodgsoni	tree								woody
52936	Talauma hodgsonii	tree								woody
52937	Talauma ovata	tree								woody
52938	Talauma sambuensis	tree								woody
52939	Talguenea quinquenervia	shrub								woody
52940	Talinum arnotii	herb								non-woody
52941	Talinum caffrum	herb								non-woody
52942	Talinum crispatulatum	herb								non-woody
52943	Talinum paniculatum	herb								non-woody
71855	Talinum parviflorum	herb	succulent							non-woody
52944	Talinum polygaloides	herb								non-woody
52945	Talinum portulacifolium	herb								non-woody
71856	Talinum spinescens	herb	succulent							non-woody
71857	Talinum tenuissimum	herb	succulent							non-woody
52947	Talinum triangulare	herb	succulent							non-woody
52948	Talipariti elatum									woody
52949	Talipariti tiliaceum									woody
52950	Talisia angustifolia	tree								woody
52951	Talisia carinata									woody
52952	Talisia cerasina	tree								woody
52953	Talisia cupularis	tree								woody
52954	Talisia elephantipes									woody
52955	Talisia esculenta	tree								woody
52956	Talisia floresii									woody
52957	Talisia hexaphylla	tree								woody
52958	Talisia longifolia									woody
52959	Talisia megaphylla	tree								woody
52960	Talisia microphylla									woody
52961	Talisia mollis	tree								woody
52962	Talisia nervosa	tree								woody
52963	Talisia olivaeformis									woody
52964	Talisia pedicellaris									woody
52965	Talisia princeps	tree								woody
52966	Talisia reticulata									woody
52968	Talisia squarrosa									woody
52969	Talisia sylvatica									woody
52970	Tamarindus indica	tree								woody
52975	Tamarix aphylla	tree								woody
52977	Tamarix canariensis									woody
52978	Tamarix chinensis									woody
52980	Tamarix gallica	shrub								woody
52985	Tamarix hispida	shrub								woody
52986	Tamarix juniperina	shrub								woody
52987	Tamarix laxa	shrub								woody
71860	Tamarix leptostachya									woody
52989	Tamarix nilotica									woody
52991	Tamarix parviflora									woody
52994	Tamarix ramosissima	shrub								woody
52999	Tamarix usneoides	tree								woody
53000	Tambourissa elliptica	shrub								woody
53002	Tambourissa thouvenotii	tree								woody
53003	Tamus communis	herb		climber						non-woody
53005	Tanacetum camphoratum	herb								non-woody
53006	Tanacetum chiliophyllum	herb								non-woody
53007	Tanacetum cinerariaefolium	herb								non-woody
53011	Tanacetum corymbosum	herb								non-woody
53012	Tanacetum djilgense	herb								non-woody
53013	Tanacetum macrophyllum	herb								non-woody
53014	Tanacetum microphyllum	herb								non-woody
53015	Tanacetum parthenifolium	herb								non-woody
53016	Tanacetum parthenium	herb								non-woody
53018	Tanacetum vulgare	herb								non-woody
53020	Tanaecium nocturnum									woody
53022	Tannodia swynnertonii	tree								woody
53026	Tapinanthus dodoneifolius				hemiparasitic		epiphyte			woody
53028	Tapiphyllum burnettii	shrub/tree								woody
53029	Tapiphyllum cinerascens	shrub/tree								woody
53030	Tapiphyllum cistifolium	shrub								woody
53031	Tapiphyllum discolor	herb/shrub								non-woody/woody
53032	Tapiphyllum molle	shrub								woody
53033	Tapiphyllum rhodesiacum	shrub/tree								woody
53034	Tapiphyllum velutinum	shrub/tree								woody
53035	Tapirira guianensis	tree								woody
53036	Tapirira marchandii	tree								woody
53037	Tapirira mexicana	tree								woody
53038	Tapirira myriantha	tree								woody
53039	Tapirira obtusa	tree								woody
53042	Tapura acreana	tree								woody
53043	Tapura amazonica	tree								woody
53044	Tapura capitulifera	tree								woody
53045	Tapura coriacea	tree								woody
53046	Tapura fischeri	tree								woody
53047	Tapura guianensis	tree								woody
53048	Tapura juruana	tree								woody
53049	Tapura peruviana	tree								woody
53050	Tapura singularis	tree								woody
53052	Taralea oppositifolia	tree								woody
64016	Taraxacum alpestre	herb								non-woody
60924	Taraxacum alpestria	herb								non-woody
60903	Taraxacum alpina	herb								non-woody
53068	Taraxacum alpinum	herb								non-woody
53080	Taraxacum apenninum	herb								non-woody
60926	Taraxacum borea	herb								non-woody
60899	Taraxacum celtica	herb								non-woody
53127	Taraxacum confusum	herb								non-woody
53140	Taraxacum croceum	herb								non-woody
53154	Taraxacum dissectum	herb								non-woody
60913	Taraxacum erythrosperma	herb								non-woody
53168	Taraxacum erythrospermum	herb								non-woody
53244	Taraxacum laevigatum	herb								non-woody
53257	Taraxacum leucanthum	herb								non-woody
53289	Taraxacum mongolicum	herb								non-woody
60931	Taraxacum naevosa	herb								non-woody
60908	Taraxacum obliqua	herb								non-woody
53300	Taraxacum obliquum	herb								non-woody
53306	Taraxacum officinale	herb								non-woody
53323	Taraxacum palustre	herb								non-woody
60906	Taraxacum palustria	herb								non-woody
53390	Taraxacum ruberulum	herb								non-woody
60923	Taraxacum ruderalia	herb								non-woody
53417	Taraxacum spectabile	herb								non-woody
53424	Taraxacum stevenii	herb								non-woody
53455	Taraxacum tibetanum	herb								non-woody
53485	Taraxacum vulgare	herb								non-woody
53489	Tarchonanthus camphoratus	shrub/tree								woody
53490	Tarchonanthus trilobus	shrub/tree								woody
71872	Tarenna burttii									woody
53491	Tarenna confusa									woody
53492	Tarenna cumingiana	tree								woody
53493	Tarenna depauperata	shrub								woody
53494	Tarenna fragrans	shrub								woody
53496	Tarenna graveolens									woody
53497	Tarenna incerta									woody
53498	Tarenna mollis									woody
53499	Tarenna mollissima									woody
53500	Tarenna neurophylla									woody
53501	Tarenna nigrescens									woody
53502	Tarenna pavettoides									woody
53503	Tarenna polycarpa									woody
53507	Tarenna supra-axillaris									woody
60956	Tarenna tulearensis									woody
53509	Tarennoidea wallichii									woody
53510	Tarigidia aequiglumis	graminoid								non-woody
53511	Tarrietia parvifolia	tree								woody
53512	Tasmannia insipida	shrub								woody
53513	Tasmannia lanceolata									woody
53514	Tasmannia membranea									woody
53515	Tasmannia stipitata									woody
71873	Tasmannia vickeriana	shrub								woody
53516	Tasmannia xerophila									woody
53518	Tauschia hartwegii	herb								non-woody
53522	Taxodium ascendens	tree								woody
53523	Taxodium distichum	tree								woody
53524	Taxodium mucronatum	tree								woody
53526	Taxus baccata	shrub/tree								woody
53527	Taxus brevifolia	tree								woody
53528	Taxus canadensis	shrub								woody
53529	Taxus chinensis									woody
53530	Taxus cuspidata	shrub/tree								woody
53531	Taxus floridana									woody
53532	Taxus globosa	shrub								woody
60963	Taxus grandis									woody
53533	Taxus media									woody
53535	Taxus wallichiana									woody
53536	Teclea crenulata	shrub/tree								woody
53537	Teclea fischeri	shrub								woody
53538	Teclea gerrardii	shrub/tree								woody
53539	Teclea grandifolia	tree								woody
53540	Teclea natalensis	tree								woody
53541	Teclea nobilis	shrub/tree								woody
53542	Teclea rogersii	shrub								woody
53543	Teclea trichocarpa									woody
64026	Tecoma araliacea	tree								woody
53548	Tecoma curialis	tree								woody
53549	Tecoma grandis	tree								woody
53550	Tecoma insignis	tree								woody
53552	Tecoma peroba	tree								woody
53556	Tecoma stans	shrub/tree								woody
53559	Tecomaria capensis	shrub		climber						woody
71877	Tecophilaea violiflora	herb								non-woody
60957	Tectaria dracontifolia	fern								non-woody
53560	Tectaria gemmifera	fern								non-woody
64929	Tectaria incisa	fern								non-woody
53561	Tectaria singaporeana	fern								non-woody
53565	Tectona grandis	tree								woody
53566	Tectona hamiltoniana									woody
53567	Teedia lucida	herb								non-woody
53568	Teesdalia coronopifolia	herb								non-woody
53569	Teesdalia nudicaulis	herb								non-woody
53571	Teijsmanniodendron ahernianum	tree								woody
53572	Teijsmanniodendron bogoriense	tree								woody
53573	Teijsmanniodendron coriaceum	tree								woody
53574	Teijsmanniodendron hollrungii	tree								woody
53575	Teijsmanniodendron holophyllum	tree								woody
53576	Teijsmanniodendron kostermansi	tree								woody
53577	Teijsmanniodendron novoguineense	tree								woody
53578	Teijsmanniodendron pteropodum	tree								woody
53579	Teijsmanniodendron simplicifolium	tree								woody
53581	Telekia speciosa	herb								non-woody
53582	Telekia speciosissima	herb								non-woody
